Formation associée,Type d'établissement,Nom entreprise,Adresse complète,Code postal,Ville,Département,Téléphone,SIRET,Site web,Source,Date de collecte
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Concentrix Digital,"68 Rue de la Liberté, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 64 77 30 77,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Arvato Services,"75 Avenue du Maréchal Foch, 59000 Lille",59000,Lille,59,03 77 24 11 40,44032328500039,https://www.arvato-services.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Sitel Solutions,"82 Rue Victor Hugo, 59800 Lille",59800,Lille,59,03 90 61 82 93,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Majorel Group,"89 Place de la Liberté, 59100 Roubaix",59100,Roubaix,59,03 13 98 63 56,82956813800012,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Acticall France,"96 Allée des Fleurs, 59200 Tourcoing",59200,Tourcoing,59,03 26 45 44 19,45120829200172,https://www.acticall-france.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Armatis Nord,"103 Impasse des Arts, 59300 Valenciennes",59300,Valenciennes,59,03 39 82 25 72,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Intelcia Relation Client,"110 Chemin du Moulin, 59140 Dunkerque",59140,Dunkerque,59,03 52 29 96 35,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Nextcontact Customer Care,"117 Rue des Écoles, 59500 Douai",59500,Douai,59,03 65 66 77 88,,https://www.nextcontact-customer-care.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Vocalcom Support,"124 Avenue de la Gare, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 78 13 58 51,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,B2S Contact,"131 Rue du Faubourg Saint-Antoine, 59600 Maubeuge",59600,Maubeuge,59,03 91 50 39 14,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Comdata Assistance,"138 Boulevard Haussmann, 59100 Lens",59100,Lens,59,03 14 87 20 67,,https://www.comdata-assistance.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Outsourcia Management,"145 Rue de Rivoli, 62000 Arras",62000,Arras,62,01 27 34 91 30,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Eurodecision Conseil,"152 Avenue des Champs-Élysées, 62400 Béthune",62400,Béthune,62,01 40 71 72 83,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Centre d'Appels Digital,"159 Rue Montmartre, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 53 18 53 46,,https://www.centre-dappels-digital.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,CallCenter Services,"166 Boulevard de Strasbourg, 59000 Lille",59000,Lille,59,03 66 55 34 99,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Teleperformance Solutions,"173 Rue Lafayette, 59800 Lille",59800,Lille,59,03 79 92 15 62,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Webhelp Group,"180 Avenue Parmentier, 59100 Roubaix",59100,Roubaix,59,03 92 39 86 25,,https://www.webhelp-group.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Concentrix France,"187 Rue de Charonne, 59200 Tourcoing",59200,Tourcoing,59,03 15 76 67 78,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Arvato Nord,"194 Passage de la Bonne Graine, 59300 Valenciennes",59300,Valenciennes,59,03 28 23 48 41,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Sitel Relation Client,"1 Rue Oberkampf, 59140 Dunkerque",59140,Dunkerque,59,03 41 60 29 94,,https://www.sitel-relation-client.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Majorel Customer Care,"8 Boulevard Beaumarchais, 59500 Douai",59500,Douai,59,03 54 97 10 57,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Acticall Support,"15 Rue Saint-Antoine, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 67 44 81 20,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Armatis Contact,"22 Rue de la Paix, 59600 Maubeuge",59600,Maubeuge,59,03 80 81 62 73,,https://www.armatis-contact.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Intelcia Assistance,"29 Avenue de la République, 59100 Lens",59100,Lens,59,03 93 28 43 36,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Nextcontact Management,"36 Boulevard du Général de Gaulle, 62000 Arras",62000,Arras,62,01 16 65 24 89,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Vocalcom Conseil,"43 Place de la Mairie, 62400 Béthune",62400,Béthune,62,01 29 12 95 52,,https://www.vocalcom-conseil.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,B2S Digital,"50 Rue du Commerce, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 42 49 76 15,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Comdata Services,"57 Avenue Jean Jaurès, 59000 Lille",59000,Lille,59,03 55 86 57 68,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Outsourcia Solutions,"64 Rue Nationale, 59800 Lille",59800,Lille,59,03 68 33 38 31,,https://www.outsourcia-solutions.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Eurodecision Group,"71 Boulevard Voltaire, 59100 Roubaix",59100,Roubaix,59,03 81 70 19 84,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Centre d'Appels France,"78 Rue de la Liberté, 59200 Tourcoing",59200,Tourcoing,59,03 94 17 90 47,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,CallCenter Nord,"85 Avenue du Maréchal Foch, 59300 Valenciennes",59300,Valenciennes,59,03 17 54 71 10,,https://www.callcenter-nord.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Teleperformance Relation Client,"92 Rue Victor Hugo, 59140 Dunkerque",59140,Dunkerque,59,03 30 91 52 63,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Webhelp Customer Care,"99 Place de la Liberté, 59500 Douai",59500,Douai,59,03 43 38 33 26,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Concentrix Support,"106 Allée des Fleurs, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 56 75 14 79,,https://www.concentrix-support.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Arvato Contact,"113 Impasse des Arts, 59600 Maubeuge",59600,Maubeuge,59,03 69 22 85 42,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Sitel Assistance,"120 Chemin du Moulin, 59100 Lens",59100,Lens,59,03 82 59 66 95,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Majorel Management,"127 Rue des Écoles, 62000 Arras",62000,Arras,62,01 95 96 47 58,,https://www.majorel-management.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Acticall Conseil,"134 Avenue de la Gare, 62400 Béthune",62400,Béthune,62,01 18 43 28 21,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Armatis Digital,"141 Rue du Faubourg Saint-Antoine, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 31 80 99 74,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Intelcia Services,"148 Boulevard Haussmann, 59000 Lille",59000,Lille,59,03 44 27 80 37,,https://www.intelcia-services.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Nextcontact Solutions,"155 Rue de Rivoli, 59800 Lille",59800,Lille,59,03 57 64 61 90,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Vocalcom Group,"162 Avenue des Champs-Élysées, 59100 Roubaix",59100,Roubaix,59,03 70 11 42 53,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,B2S France,"169 Rue Montmartre, 59200 Tourcoing",59200,Tourcoing,59,03 83 48 23 16,,https://www.b2s-france.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Comdata Nord,"176 Boulevard de Strasbourg, 59300 Valenciennes",59300,Valenciennes,59,03 96 85 94 69,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Outsourcia Relation Client,"183 Rue Lafayette, 59140 Dunkerque",59140,Dunkerque,59,03 19 32 75 32,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Eurodecision Customer Care,"190 Avenue Parmentier, 59500 Douai",59500,Douai,59,03 32 69 56 85,,https://www.eurodecision-customer-care.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Centre d'Appels Support,"197 Rue de Charonne, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 45 16 37 48,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,CallCenter Contact,"4 Passage de la Bonne Graine, 59600 Maubeuge",59600,Maubeuge,59,03 58 53 18 11,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Teleperformance Assistance,"11 Rue Oberkampf, 59100 Lens",59100,Lens,59,03 71 90 89 64,,https://www.teleperformance-assistance.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Webhelp Management,"18 Boulevard Beaumarchais, 62000 Arras",62000,Arras,62,01 84 37 70 27,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Concentrix Conseil,"25 Rue Saint-Antoine, 62400 Béthune",62400,Béthune,62,01 97 74 51 80,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Arvato Digital,"32 Rue de la Paix, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 20 21 32 43,,https://www.arvato-digital.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Sitel Services,"39 Avenue de la République, 59000 Lille",59000,Lille,59,03 33 58 13 96,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Majorel Solutions,"46 Boulevard du Général de Gaulle, 59800 Lille",59800,Lille,59,03 46 95 84 59,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Acticall Group,"53 Place de la Mairie, 59100 Roubaix",59100,Roubaix,59,03 59 42 65 22,,https://www.acticall-group.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Armatis France,"60 Rue du Commerce, 59200 Tourcoing",59200,Tourcoing,59,03 72 79 46 75,79009364500048,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Intelcia Nord,"67 Avenue Jean Jaurès, 59300 Valenciennes",59300,Valenciennes,59,03 85 26 27 38,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Nextcontact Relation Client,"74 Rue Nationale, 59140 Dunkerque",59140,Dunkerque,59,03 98 63 98 91,,https://www.nextcontact-relation-client.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Vocalcom Customer Care,"81 Boulevard Voltaire, 59500 Douai",59500,Douai,59,03 21 10 79 54,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,B2S Support,"88 Rue de la Liberté, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 34 47 60 17,40345229500096,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Comdata Contact,"95 Avenue du Maréchal Foch, 59600 Maubeuge",59600,Maubeuge,59,03 47 84 41 70,,https://www.comdata-contact.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Outsourcia Assistance,"102 Rue Victor Hugo, 59100 Lens",59100,Lens,59,03 60 31 22 33,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Eurodecision Management,"109 Place de la Liberté, 62000 Arras",62000,Arras,62,01 73 68 93 86,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Centre d'Appels Conseil,"116 Allée des Fleurs, 62400 Béthune",62400,Béthune,62,01 86 15 74 49,,https://www.centre-dappels-conseil.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,CallCenter Digital,"123 Impasse des Arts, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 99 52 55 12,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Teleperformance Services,"130 Chemin du Moulin, 59000 Lille",59000,Lille,59,03 22 89 36 65,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Webhelp Solutions,"137 Rue des Écoles, 59800 Lille",59800,Lille,59,03 35 36 17 28,,https://www.webhelp-solutions.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Concentrix Group,"144 Avenue de la Gare, 59100 Roubaix",59100,Roubaix,59,03 48 73 88 81,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Sitel Nord,"158 Boulevard Haussmann, 59300 Valenciennes",59300,Valenciennes,59,03 74 57 50 97,,https://www.sitel-nord.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Majorel Relation Client,"165 Rue de Rivoli, 59140 Dunkerque",59140,Dunkerque,59,03 87 94 31 60,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Acticall Customer Care,"172 Avenue des Champs-Élysées, 59500 Douai",59500,Douai,59,03 10 41 12 23,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Armatis Support,"179 Rue Montmartre, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 23 78 83 76,,https://www.armatis-support.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Intelcia Contact,"186 Boulevard de Strasbourg, 59600 Maubeuge",59600,Maubeuge,59,03 36 25 64 39,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Nextcontact Assistance,"193 Rue Lafayette, 59100 Lens",59100,Lens,59,03 49 62 45 92,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Vocalcom Management,"200 Avenue Parmentier, 62000 Arras",62000,Arras,62,01 62 99 26 55,,https://www.vocalcom-management.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,B2S Conseil,"7 Rue de Charonne, 62400 Béthune",62400,Béthune,62,01 75 46 97 18,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Comdata Digital,"14 Passage de la Bonne Graine, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 88 83 78 71,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Outsourcia Services,"21 Rue Oberkampf, 59000 Lille",59000,Lille,59,03 11 30 59 34,,https://www.outsourcia-services.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Eurodecision Solutions,"28 Boulevard Beaumarchais, 59800 Lille",59800,Lille,59,03 24 67 40 87,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Centre d'Appels Group,"35 Rue Saint-Antoine, 59100 Roubaix",59100,Roubaix,59,03 37 14 21 50,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,CallCenter France,"42 Rue de la Paix, 59200 Tourcoing",59200,Tourcoing,59,03 50 51 92 13,,https://www.callcenter-france.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Teleperformance Nord,"49 Avenue de la République, 59300 Valenciennes",59300,Valenciennes,59,03 63 88 73 66,44222373100013,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Webhelp Relation Client,"56 Boulevard du Général de Gaulle, 59140 Dunkerque",59140,Dunkerque,59,03 76 35 54 29,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Concentrix Customer Care,"63 Place de la Mairie, 59500 Douai",59500,Douai,59,03 89 72 35 82,,https://www.concentrix-customer-care.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Arvato Support,"70 Rue du Commerce, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 12 19 16 45,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Sitel Contact,"77 Avenue Jean Jaurès, 59600 Maubeuge",59600,Maubeuge,59,03 25 56 87 98,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Majorel Assistance,"84 Rue Nationale, 59100 Lens",59100,Lens,59,03 38 93 68 61,,https://www.majorel-assistance.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Acticall Management,"91 Boulevard Voltaire, 62000 Arras",62000,Arras,62,01 51 40 49 24,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Armatis Conseil,"98 Rue de la Liberté, 62400 Béthune",62400,Béthune,62,01 64 77 30 77,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Intelcia Digital,"105 Avenue du Maréchal Foch, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 77 24 11 40,,https://www.intelcia-digital.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Nextcontact Services,"112 Rue Victor Hugo, 59000 Lille",59000,Lille,59,03 90 61 82 93,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Vocalcom Solutions,"119 Place de la Liberté, 59800 Lille",59800,Lille,59,03 13 98 63 56,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,B2S Group,"126 Allée des Fleurs, 59100 Roubaix",59100,Roubaix,59,03 26 45 44 19,80155655600018,https://www.b2s-group.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Comdata France,"133 Impasse des Arts, 59200 Tourcoing",59200,Tourcoing,59,03 39 82 25 72,48303640600047,,Pages Jaunes,23/02/2026
