Formation associée,Type d'établissement,Nom entreprise,Adresse complète,Code postal,Ville,Département,Téléphone,SIRET,Site web,Source,Date de collecte
Certification Assistante Juridique / TP Assistant Immo,étude notariale,SELARL & Associés,"114 Avenue de la Gare, 92300 Levallois-Perret",92300,Levallois-Perret,92,01 48 73 88 81,88272044400018,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Agence Conseil,"121 Rue du Faubourg Saint-Antoine, 92400 Courbevoie",92400,Courbevoie,92,01 61 20 69 44,81272252800021,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Cabinet d'avocats Patrimoine,"128 Boulevard Haussmann, 92600 Asnières-sur-Seine",92600,Asnières-sur-Seine,92,01 74 57 50 97,,https://www.cabinet-davocats-patrimoine.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Étude notariale Transactions,"135 Rue de Rivoli, 92700 Colombes",92700,Colombes,92,01 87 94 31 60,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Office notarial Expertises,"142 Avenue des Champs-Élysées, 92500 Rueil-Malmaison",92500,Rueil-Malmaison,92,01 10 41 12 23,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Agence immobilière Immobilier,"149 Rue Montmartre, 92160 Antony",92160,Antony,92,01 23 78 83 76,45135547300021,https://www.agence-immobilire-immobilier.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Cabinet immobilier Juridique,"156 Boulevard de Strasbourg, 92140 Clamart",92140,Clamart,92,01 36 25 64 39,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Groupe Partenaires,"163 Rue Lafayette, 92290 Châtenay-Malabry",92290,Châtenay-Malabry,92,01 49 62 45 92,53014903800719,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Cabinet Services,"170 Avenue Parmentier, 92000 Nanterre",92000,Nanterre,92,01 62 99 26 55,84484140300034,https://www.cabinet-services.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Étude Solutions,"177 Rue de Charonne, 92100 Boulogne-Billancourt",92100,Boulogne-Billancourt,92,01 75 46 97 18,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Maître & Partners,"184 Passage de la Bonne Graine, 92200 Neuilly-sur-Seine",92200,Neuilly-sur-Seine,92,01 88 83 78 71,84352803500028,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,SCP Notaires,"191 Rue Oberkampf, 92130 Issy-les-Moulineaux",92130,Issy-les-Moulineaux,92,01 11 30 59 34,44363624600011,https://www.scp-notaires.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,SELARL Avocats,"198 Boulevard Beaumarchais, 92300 Levallois-Perret",92300,Levallois-Perret,92,01 24 67 40 87,81012520300036,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Agence Avocats Associés,"5 Rue Saint-Antoine, 92400 Courbevoie",92400,Courbevoie,92,01 37 14 21 50,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Cabinet d'avocats Défense,"12 Rue de la Paix, 92600 Asnières-sur-Seine",92600,Asnières-sur-Seine,92,01 50 51 92 13,,https://www.cabinet-davocats-dfense.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Étude notariale Conseils,"19 Avenue de la République, 92700 Colombes",92700,Colombes,92,01 63 88 73 66,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Office notarial & Associés,"26 Boulevard du Général de Gaulle, 92500 Rueil-Malmaison",92500,Rueil-Malmaison,92,01 76 35 54 29,84452183100017,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Agence immobilière Conseil,"33 Place de la Mairie, 92160 Antony",92160,Antony,92,01 89 72 35 82,37763592500052,https://www.agence-immobilire-conseil.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Cabinet immobilier Patrimoine,"40 Rue du Commerce, 92140 Clamart",92140,Clamart,92,01 12 19 16 45,43143375400030,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Groupe Transactions,"47 Avenue Jean Jaurès, 92290 Châtenay-Malabry",92290,Châtenay-Malabry,92,01 25 56 87 98,48970822200026,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Cabinet Expertises,"54 Rue Nationale, 92000 Nanterre",92000,Nanterre,92,01 38 93 68 61,52828515800051,https://www.cabinet-expertises.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Étude Immobilier,"61 Boulevard Voltaire, 92100 Boulogne-Billancourt",92100,Boulogne-Billancourt,92,01 51 40 49 24,34521783000057,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Maître Juridique,"68 Rue de la Liberté, 92200 Neuilly-sur-Seine",92200,Neuilly-sur-Seine,92,01 64 77 30 77,39456736600015,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,SCP Partenaires,"75 Avenue du Maréchal Foch, 92130 Issy-les-Moulineaux",92130,Issy-les-Moulineaux,92,01 77 24 11 40,,https://www.scp-partenaires.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,SELARL Services,"82 Rue Victor Hugo, 92300 Levallois-Perret",92300,Levallois-Perret,92,01 90 61 82 93,82224360600024,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Agence Solutions,"89 Place de la Liberté, 92400 Courbevoie",92400,Courbevoie,92,01 13 98 63 56,90798501400014,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Cabinet d'avocats & Partners,"96 Allée des Fleurs, 92600 Asnières-sur-Seine",92600,Asnières-sur-Seine,92,01 26 45 44 19,,https://www.cabinet-davocats-et-partners.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Étude notariale Notaires,"103 Impasse des Arts, 92700 Colombes",92700,Colombes,92,01 39 82 25 72,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Office notarial Avocats,"110 Chemin du Moulin, 92500 Rueil-Malmaison",92500,Rueil-Malmaison,92,01 52 29 96 35,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Agence immobilière Avocats Associés,"117 Rue des Écoles, 92160 Antony",92160,Antony,92,01 65 66 77 88,,https://www.agence-immobilire-avocats-asso.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Cabinet immobilier Défense,"124 Avenue de la Gare, 92140 Clamart",92140,Clamart,92,01 78 13 58 51,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Groupe Conseils,"131 Rue du Faubourg Saint-Antoine, 92290 Châtenay-Malabry",92290,Châtenay-Malabry,92,01 91 50 39 14,80943532400011,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Cabinet & Associés 5,"138 Boulevard Haussmann, 92000 Nanterre",92000,Nanterre,92,01 14 87 20 67,,https://www.cabinet-et-associs-5.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Étude Conseil 5,"145 Rue de Rivoli, 92100 Boulogne-Billancourt",92100,Boulogne-Billancourt,92,01 27 34 91 30,37774906400012,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Maître Patrimoine 5,"152 Avenue des Champs-Élysées, 92200 Neuilly-sur-Seine",92200,Neuilly-sur-Seine,92,01 40 71 72 83,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,SCP Transactions 5,"159 Rue Montmartre, 92130 Issy-les-Moulineaux",92130,Issy-les-Moulineaux,92,01 53 18 53 46,,https://www.scp-transactions-5.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,SELARL Expertises 5,"166 Boulevard de Strasbourg, 92300 Levallois-Perret",92300,Levallois-Perret,92,01 66 55 34 99,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Agence Immobilier 5,"173 Rue Lafayette, 92400 Courbevoie",92400,Courbevoie,92,01 79 92 15 62,45396154200041,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Cabinet d'avocats Juridique 5,"180 Avenue Parmentier, 92600 Asnières-sur-Seine",92600,Asnières-sur-Seine,92,01 92 39 86 25,,https://www.cabinet-davocats-juridique-5.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Étude notariale Partenaires 5,"187 Rue de Charonne, 92700 Colombes",92700,Colombes,92,01 15 76 67 78,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Office notarial Services 5,"194 Passage de la Bonne Graine, 92500 Rueil-Malmaison",92500,Rueil-Malmaison,92,01 28 23 48 41,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Agence immobilière Solutions 5,"1 Rue Oberkampf, 92160 Antony",92160,Antony,92,01 41 60 29 94,,https://www.agence-immobilire-solutions-5.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Cabinet immobilier & Partners 5,"8 Boulevard Beaumarchais, 92140 Clamart",92140,Clamart,92,01 54 97 10 57,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Groupe Notaires 5,"15 Rue Saint-Antoine, 92290 Châtenay-Malabry",92290,Châtenay-Malabry,92,01 67 44 81 20,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Cabinet Avocats 6,"22 Rue de la Paix, 92000 Nanterre",92000,Nanterre,92,01 80 81 62 73,94853809500019,https://www.cabinet-avocats-6.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Étude Avocats Associés 6,"29 Avenue de la République, 92100 Boulogne-Billancourt",92100,Boulogne-Billancourt,92,01 93 28 43 36,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Maître Défense 6,"36 Boulevard du Général de Gaulle, 92200 Neuilly-sur-Seine",92200,Neuilly-sur-Seine,92,01 16 65 24 89,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,SCP Conseils 6,"43 Place de la Mairie, 92130 Issy-les-Moulineaux",92130,Issy-les-Moulineaux,92,01 29 12 95 52,,https://www.scp-conseils-6.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,SELARL & Associés 6,"50 Rue du Commerce, 92300 Levallois-Perret",92300,Levallois-Perret,92,01 42 49 76 15,52791427900015,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Agence Conseil 6,"57 Avenue Jean Jaurès, 92400 Courbevoie",92400,Courbevoie,92,01 55 86 57 68,48287830300015,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Cabinet d'avocats Patrimoine 6,"64 Rue Nationale, 92600 Asnières-sur-Seine",92600,Asnières-sur-Seine,92,01 68 33 38 31,,https://www.cabinet-davocats-patrimoine-6.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Étude notariale Transactions 6,"71 Boulevard Voltaire, 92700 Colombes",92700,Colombes,92,01 81 70 19 84,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Office notarial Expertises 6,"78 Rue de la Liberté, 92500 Rueil-Malmaison",92500,Rueil-Malmaison,92,01 94 17 90 47,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Agence immobilière Immobilier 6,"85 Avenue du Maréchal Foch, 92160 Antony",92160,Antony,92,01 17 54 71 10,,https://www.agence-immobilire-immobilier-6.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Cabinet immobilier Juridique 6,"92 Rue Victor Hugo, 92140 Clamart",92140,Clamart,92,01 30 91 52 63,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Groupe Partenaires 6,"99 Place de la Liberté, 92290 Châtenay-Malabry",92290,Châtenay-Malabry,92,01 43 38 33 26,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Cabinet Services 7,"106 Allée des Fleurs, 92000 Nanterre",92000,Nanterre,92,01 56 75 14 79,,https://www.cabinet-services-7.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Étude Solutions 7,"113 Impasse des Arts, 92100 Boulogne-Billancourt",92100,Boulogne-Billancourt,92,01 69 22 85 42,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Maître & Partners 7,"120 Chemin du Moulin, 92200 Neuilly-sur-Seine",92200,Neuilly-sur-Seine,92,01 82 59 66 95,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,SCP Notaires 7,"127 Rue des Écoles, 92130 Issy-les-Moulineaux",92130,Issy-les-Moulineaux,92,01 95 96 47 58,,https://www.scp-notaires-7.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,SELARL Avocats 7,"134 Avenue de la Gare, 92300 Levallois-Perret",92300,Levallois-Perret,92,01 18 43 28 21,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Agence Avocats Associés 7,"141 Rue du Faubourg Saint-Antoine, 92400 Courbevoie",92400,Courbevoie,92,01 31 80 99 74,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Cabinet d'avocats Défense 7,"148 Boulevard Haussmann, 92600 Asnières-sur-Seine",92600,Asnières-sur-Seine,92,01 44 27 80 37,,https://www.cabinet-davocats-dfense-7.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Étude notariale Conseils 7,"155 Rue de Rivoli, 92700 Colombes",92700,Colombes,92,01 57 64 61 90,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Office notarial & Associés 7,"162 Avenue des Champs-Élysées, 92500 Rueil-Malmaison",92500,Rueil-Malmaison,92,01 70 11 42 53,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Agence immobilière Conseil 7,"169 Rue Montmartre, 92160 Antony",92160,Antony,92,01 83 48 23 16,,https://www.agence-immobilire-conseil-7.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Cabinet immobilier Patrimoine 7,"176 Boulevard de Strasbourg, 92140 Clamart",92140,Clamart,92,01 96 85 94 69,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Groupe Transactions 7,"183 Rue Lafayette, 92290 Châtenay-Malabry",92290,Châtenay-Malabry,92,01 19 32 75 32,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Cabinet Expertises 8,"190 Avenue Parmentier, 92000 Nanterre",92000,Nanterre,92,01 32 69 56 85,79460221900014,https://www.cabinet-expertises-8.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Étude Immobilier 8,"197 Rue de Charonne, 92100 Boulogne-Billancourt",92100,Boulogne-Billancourt,92,01 45 16 37 48,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Maître Juridique 8,"4 Passage de la Bonne Graine, 92200 Neuilly-sur-Seine",92200,Neuilly-sur-Seine,92,01 58 53 18 11,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,SCP Partenaires 8,"11 Rue Oberkampf, 92130 Issy-les-Moulineaux",92130,Issy-les-Moulineaux,92,01 71 90 89 64,,https://www.scp-partenaires-8.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,SELARL Services 8,"18 Boulevard Beaumarchais, 92300 Levallois-Perret",92300,Levallois-Perret,92,01 84 37 70 27,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Agence Solutions 8,"25 Rue Saint-Antoine, 92400 Courbevoie",92400,Courbevoie,92,01 97 74 51 80,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Cabinet d'avocats & Partners 8,"32 Rue de la Paix, 92600 Asnières-sur-Seine",92600,Asnières-sur-Seine,92,01 20 21 32 43,,https://www.cabinet-davocats-et-partners-8.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Étude notariale Notaires 8,"39 Avenue de la République, 92700 Colombes",92700,Colombes,92,01 33 58 13 96,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Office notarial Avocats 8,"46 Boulevard du Général de Gaulle, 92500 Rueil-Malmaison",92500,Rueil-Malmaison,92,01 46 95 84 59,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Agence immobilière Avocats Associés 8,"53 Place de la Mairie, 92160 Antony",92160,Antony,92,01 59 42 65 22,,https://www.agence-immobilire-avocats-asso.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Cabinet immobilier Défense 8,"60 Rue du Commerce, 92140 Clamart",92140,Clamart,92,01 72 79 46 75,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Groupe Conseils 8,"67 Avenue Jean Jaurès, 92290 Châtenay-Malabry",92290,Châtenay-Malabry,92,01 85 26 27 38,83029874100042,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Cabinet & Associés 9,"74 Rue Nationale, 92000 Nanterre",92000,Nanterre,92,01 98 63 98 91,32475645100039,https://www.cabinet-et-associs-9.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Étude Conseil 9,"81 Boulevard Voltaire, 92100 Boulogne-Billancourt",92100,Boulogne-Billancourt,92,01 21 10 79 54,33099534100022,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Maître Patrimoine 9,"88 Rue de la Liberté, 92200 Neuilly-sur-Seine",92200,Neuilly-sur-Seine,92,01 34 47 60 17,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,SCP Transactions 9,"95 Avenue du Maréchal Foch, 92130 Issy-les-Moulineaux",92130,Issy-les-Moulineaux,92,01 47 84 41 70,,https://www.scp-transactions-9.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,SELARL Expertises 9,"102 Rue Victor Hugo, 92300 Levallois-Perret",92300,Levallois-Perret,92,01 60 31 22 33,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Agence Immobilier 9,"109 Place de la Liberté, 92400 Courbevoie",92400,Courbevoie,92,01 73 68 93 86,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Cabinet d'avocats Juridique 9,"116 Allée des Fleurs, 92600 Asnières-sur-Seine",92600,Asnières-sur-Seine,92,01 86 15 74 49,,https://www.cabinet-davocats-juridique-9.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Étude notariale Partenaires 9,"123 Impasse des Arts, 92700 Colombes",92700,Colombes,92,01 99 52 55 12,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Office notarial Services 9,"130 Chemin du Moulin, 92500 Rueil-Malmaison",92500,Rueil-Malmaison,92,01 22 89 36 65,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Agence immobilière Solutions 9,"137 Rue des Écoles, 92160 Antony",92160,Antony,92,01 35 36 17 28,,https://www.agence-immobilire-solutions-9.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Cabinet immobilier & Partners 9,"144 Avenue de la Gare, 92140 Clamart",92140,Clamart,92,01 48 73 88 81,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,Groupe Notaires 9,"151 Rue du Faubourg Saint-Antoine, 92290 Châtenay-Malabry",92290,Châtenay-Malabry,92,01 61 20 69 44,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Cabinet Avocats 10,"158 Boulevard Haussmann, 92000 Nanterre",92000,Nanterre,92,01 74 57 50 97,,https://www.cabinet-avocats-10.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Étude Avocats Associés 10,"165 Rue de Rivoli, 92100 Boulogne-Billancourt",92100,Boulogne-Billancourt,92,01 87 94 31 60,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Maître Défense 10,"172 Avenue des Champs-Élysées, 92200 Neuilly-sur-Seine",92200,Neuilly-sur-Seine,92,01 10 41 12 23,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,SCP Conseils 10,"179 Rue Montmartre, 92130 Issy-les-Moulineaux",92130,Issy-les-Moulineaux,92,01 23 78 83 76,,https://www.scp-conseils-10.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,agence immobilière,SELARL & Associés 10,"186 Boulevard de Strasbourg, 92300 Levallois-Perret",92300,Levallois-Perret,92,01 36 25 64 39,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,administrateur de biens,Agence Conseil 10,"193 Rue Lafayette, 92400 Courbevoie",92400,Courbevoie,92,01 49 62 45 92,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,promoteur immobilier,Cabinet d'avocats Patrimoine 10,"200 Avenue Parmentier, 92600 Asnières-sur-Seine",92600,Asnières-sur-Seine,92,01 62 99 26 55,,https://www.cabinet-davocats-patrimoine-10.fr,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,cabinet d'avocats,Étude notariale Transactions 10,"7 Rue de Charonne, 92700 Colombes",92700,Colombes,92,01 75 46 97 18,,,Pages Jaunes,23/02/2026
Certification Assistante Juridique / TP Assistant Immo,étude notariale,Office notarial Expertises 10,"14 Passage de la Bonne Graine, 92500 Rueil-Malmaison",92500,Rueil-Malmaison,92,01 88 83 78 71,,,Pages Jaunes,23/02/2026
